school_id,school_name,district,city,county,enrollment,tract,chronic_disease_prev,hpsa_primary_care_max,respiratory_activity,score_hpsa,score_chronic,score_air_q,score_hazard,score_respiratory,readiness_score
120310000021,Darnell-Cookman School of the Medical Arts,Duval County School District,Jacksonville,Duval,700,12031001600,31.53333333333333,23,Minimal,27.6,18.919999999999998,0.0,0.0,2.0,48.5
120310000010,Raines High School,Duval County School District,Jacksonville,Duval,950,12031011400,27.833333333333332,23,Minimal,27.6,16.7,0.0,0.0,2.0,46.3
120310000004,Stanton College Preparatory School,Duval County School District,Jacksonville,Duval,1600,12031001500,27.53333333333333,23,Minimal,27.6,16.52,0.0,0.0,2.0,46.1
120310000013,Ribault High School,Duval County School District,Jacksonville,Duval,1100,12031011300,27.133333333333336,23,Minimal,27.6,16.28,0.0,0.0,2.0,45.9
120310000003,Paxon School for Advanced Studies,Duval County School District,Jacksonville,Duval,1400,12031011800,23.5,23,Minimal,27.6,14.1,0.0,0.0,2.0,43.7
120310001012,Pinedale Elementary School,Duval County School District,Jacksonville,Duval,470,12031012602,22.933333333333337,23,Minimal,27.6,13.760000000000002,0.0,0.0,2.0,43.4
120310000001,Robert E. Lee High School,Duval County School District,Jacksonville,Duval,1800,12031015400,21.599999999999998,23,Minimal,27.6,12.959999999999997,0.0,0.0,2.0,42.6
120310001004,Highlands Elementary School,Duval County School District,Jacksonville,Duval,480,12031010306,21.73333333333333,23,Minimal,27.6,13.039999999999997,0.0,0.0,2.0,42.6
120310000014,Atlantic Coast High School,Duval County School District,Jacksonville,Duval,1900,12031013302,21.133333333333336,23,Minimal,27.6,12.680000000000003,0.0,0.0,2.0,42.3
120310000002,Douglas Anderson School of the Arts,Duval County School District,Jacksonville,Duval,1200,12031000600,20.599999999999998,23,Minimal,27.6,12.36,0.0,0.0,2.0,42.0
120310001008,Lone Star Elementary School,Duval County School District,Jacksonville,Duval,560,12031015100,20.3,23,Minimal,27.6,12.180000000000001,0.0,0.0,2.0,41.8
120310001007,Arlington Heights Elementary School,Duval County School District,Jacksonville,Duval,530,12031015200,20.400000000000002,23,Minimal,27.6,12.24,0.0,0.0,2.0,41.8
120310000015,Terry Parker High School,Duval County School District,Jacksonville,Duval,1650,12031015001,20.400000000000002,23,Minimal,27.6,12.24,0.0,0.0,2.0,41.8
120310000016,Wolfson High School,Duval County School District,Jacksonville,Duval,1400,12031016606,20.233333333333334,23,Minimal,27.6,12.14,0.0,0.0,2.0,41.7
120310000018,Samuel W. Wolfson High School,Duval County School District,Jacksonville,Duval,1200,12031016606,20.233333333333334,23,Minimal,27.6,12.14,0.0,0.0,2.0,41.7
120310001017,Brentwood Elementary School,Duval County School District,Jacksonville,Duval,440,12031015002,19.3,23,Minimal,27.6,11.58,0.0,0.0,2.0,41.2
120310000005,Andrew Jackson High School,Duval County School District,Jacksonville,Duval,1500,12031015002,19.3,23,Minimal,27.6,11.58,0.0,0.0,2.0,41.2
120310001005,Holiday Hill Elementary School,Duval County School District,Jacksonville,Duval,510,12031015803,19.233333333333334,23,Minimal,27.6,11.540000000000001,0.0,0.0,2.0,41.1
120310000012,First Coast High School,Duval County School District,Jacksonville,Duval,2100,12031010204,18.933333333333334,23,Minimal,27.6,11.36,0.0,0.0,2.0,41.0
120310000011,Westside High School,Duval County School District,Jacksonville,Duval,1700,12031013523,18.866666666666667,23,Minimal,27.6,11.32,0.0,0.0,2.0,40.9
120310001016,Mayport Elementary School,Duval County School District,Jacksonville,Duval,380,12031013904,18.833333333333332,23,Minimal,27.6,11.299999999999999,0.0,0.0,2.0,40.9
120310000022,Landon Middle School,Duval County School District,Jacksonville,Duval,900,12031016101,18.633333333333333,23,Minimal,27.6,11.18,0.0,0.0,2.0,40.8
120310000009,Englewood High School,Duval County School District,Jacksonville,Duval,1300,12031016102,18.433333333333334,23,Minimal,27.6,11.06,0.0,0.0,2.0,40.7
120310001011,Greenland Pines Elementary School,Duval County School District,Jacksonville,Duval,590,12031016810,16.833333333333332,23,Minimal,27.6,10.1,0.0,0.0,2.0,39.7
120310000007,Mandarin High School,Duval County School District,Jacksonville,Duval,2200,12031016810,16.833333333333332,23,Minimal,27.6,10.1,0.0,0.0,2.0,39.7
120310000008,Sandalwood High School,Duval County School District,Jacksonville,Duval,2400,12031014312,16.533333333333335,23,Minimal,27.6,9.920000000000002,0.0,0.0,2.0,39.5
120310001002,San Jose Elementary School,Duval County School District,Jacksonville,Duval,580,12031000800,16.233333333333334,23,Minimal,27.6,9.74,0.0,0.0,2.0,39.3
120310001015,Abess Park Elementary School,Duval County School District,Jacksonville,Duval,460,12031013100,15.799999999999999,23,Minimal,27.6,9.48,0.0,0.0,2.0,39.1
120310001006,Hendricks Avenue Elementary School,Duval County School District,Jacksonville,Duval,490,12031016400,15.433333333333335,23,Minimal,27.6,9.260000000000002,0.0,0.0,2.0,38.9
120310001001,Fishweir Elementary School,Duval County School District,Jacksonville,Duval,650,12031002300,15.266666666666666,23,Minimal,27.6,9.159999999999998,0.0,0.0,2.0,38.8
120310001020,Chet's Creek Elementary School,Duval County School District,Jacksonville,Duval,580,12031016730,15.4,23,Minimal,27.6,9.24,0.0,0.0,2.0,38.8
120310001010,Beauclerc Elementary School,Duval County School District,Jacksonville,Duval,520,12031016711,15.066666666666668,23,Minimal,27.6,9.040000000000001,0.0,0.0,2.0,38.6
120310000006,Fletcher High School,Duval County School District,Neptune Beach,Duval,2000,12031014001,15.0,23,Minimal,27.6,9.0,0.0,0.0,2.0,38.6
120310001009,Duncan U. Fletcher Elementary,Duval County School District,Neptune Beach,Duval,480,12031014001,15.0,23,Minimal,27.6,9.0,0.0,0.0,2.0,38.6
120190000005,Clay High School,Clay County School District,Green Cove Springs,Clay,1450,12019031400,22.166666666666668,17,Minimal,20.400000000000002,13.3,0.0,0.0,2.0,35.7
120190001004,Grove Park Elementary School,Clay County School District,Jacksonville,Clay,510,12031013402,22.0,17,Minimal,20.400000000000002,13.2,0.0,0.0,2.0,35.6
120190000008,Lakeside Junior High School,Clay County School District,Middleburg,Clay,920,12019030105,21.933333333333337,17,Minimal,20.400000000000002,13.160000000000004,0.0,0.0,2.0,35.6
120190001007,Shadowlawn Elementary School,Clay County School District,Middleburg,Clay,490,12019030204,19.766666666666666,17,Minimal,20.400000000000002,11.86,0.0,0.0,2.0,34.3
120030000004,J. Franklin Keller Elementary,Baker County School District,Macclenny,Baker,420,12003040102,19.733333333333334,17,Minimal,20.400000000000002,11.84,0.0,0.0,2.0,34.2
120030000003,Keller Intermediate School,Baker County School District,Macclenny,Baker,480,12003040102,19.733333333333334,17,Minimal,20.400000000000002,11.84,0.0,0.0,2.0,34.2
120190000007,Orange Park Junior High School,Clay County School District,Orange Park,Clay,980,12019030801,18.666666666666668,17,Minimal,20.400000000000002,11.200000000000001,0.0,0.0,2.0,33.6
120190000001,Orange Park High School,Clay County School District,Orange Park,Clay,2100,12019030801,18.666666666666668,17,Minimal,20.400000000000002,11.200000000000001,0.0,0.0,2.0,33.6
120190001006,McRae Elementary School,Clay County School District,Orange Park,Clay,540,12019030208,17.23333333333333,17,Minimal,20.400000000000002,10.339999999999998,0.0,0.0,2.0,32.7
121090001002,Palencia Elementary School,St. Johns County School District,St. Augustine,St. Johns,640,12109020606,17.066666666666666,17,Minimal,20.400000000000002,10.24,0.0,0.0,2.0,32.6
121090000001,St. Augustine High School,St. Johns County School District,St. Augustine,St. Johns,1600,12109020903,16.366666666666667,17,Minimal,20.400000000000002,9.82,0.0,0.0,2.0,32.2
121090001001,R.B. Hunt Elementary School,St. Johns County School District,St. Augustine,St. Johns,580,12109020906,16.099999999999998,17,Minimal,20.400000000000002,9.659999999999998,0.0,0.0,2.0,32.1
121090000008,Sebastian Middle School,St. Johns County School District,St. Augustine,St. Johns,920,12109020904,15.833333333333334,17,Minimal,20.400000000000002,9.5,0.0,0.0,2.0,31.9
121090000002,Bartram Trail High School,St. Johns County School District,St. Johns,St. Johns,2400,12109020807,15.0,17,Minimal,20.400000000000002,9.0,0.0,0.0,2.0,31.4
121090000003,Creekside High School,St. Johns County School District,St. Johns,St. Johns,2300,12109020810,14.733333333333334,17,Minimal,20.400000000000002,8.84,0.0,0.0,2.0,31.2
121090000004,Nease High School,St. Johns County School District,Ponte Vedra,St. Johns,2250,12109020605,14.266666666666666,17,Minimal,20.400000000000002,8.56,0.0,0.0,2.0,31.0
121090000009,Liberty Pines Academy,St. Johns County School District,St. Johns,St. Johns,850,12109020801,14.199999999999998,17,Minimal,20.400000000000002,8.52,0.0,0.0,2.0,30.9
121090001004,Fruit Cove Middle School,St. Johns County School District,St. Johns,St. Johns,890,12109020801,14.199999999999998,17,Minimal,20.400000000000002,8.52,0.0,0.0,2.0,30.9
